岗位ID,发布日期,年月,城市,城市等级,行业,岗位名称,劳动类型,技能方向,结算方式,时薪_元,参考日薪_元,预计月收入_元,每周工时,招聘人数,岗位热度指数,远程办公,经验要求,学历要求,技能门槛_1至5,成长潜力_1至5,高考毕业生适配,培训后可胜任,企业名称,企业类型,公司规模,数据性质,薪资口径说明
PT202506014295,2025-06-19,2025-06,贵阳,二线,教育科技,AI学习工具开发助理,脑力劳动,Python+AIGC,周结,185.1,740,6412,8,5,100,是,有作品集优先,高中/中专及以上,4,4,需培训后,是,知行数字创意有限公司,创业团队,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506014959,2025-06-19,2025-06,广州,一线,会展活动,活动执行助理,体力劳动,基础服务,小时结,41.2,165,4103,23,3,68.6,否,无需经验,不限,2,1,是,是,极光信息服务有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506015568,2025-06-19,2025-06,合肥,二线,本地生活,校园配送员,体力劳动,基础服务,日结,28.5,114,3085,25,3,51.5,否,无需经验,不限,1,1,是,是,博思网络技术有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506015575,2025-06-19,2025-06,郑州,二线,数据服务,数据分析助理,脑力劳动,Python,周结,106.9,855,7406,16,4,73.9,是,有作品集优先,高中/中专及以上,4,3,需培训后,是,新域电子商务有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506015990,2025-06-19,2025-06,西安,新一线,餐饮,饮品店店员,体力劳动,基础服务,小时结,30.4,182,3028,23,6,59.8,否,无需经验,不限,1,1,是,是,星河科技有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506016120,2025-06-19,2025-06,成都,新一线,数据服务,公开数据采集助理,脑力劳动,Python,项目结,99.2,595,8161,19,3,82.9,否,有课程项目经验,高中/中专及以上,4,5,是,是,海纳数字创意有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506016911,2025-06-19,2025-06,郑州,二线,电子商务,商品信息录入员,脑力劳动,普通数字岗位,项目结,40.1,241,2604,15,4,68.8,是,有作品优先,高中/中专及以上,1,3,是,是,跃迁信息服务有限公司,互联网企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506016971,2025-06-19,2025-06,青岛,二线,文化传媒,批量内容生成工具开发,脑力劳动,Python+AIGC,项目结,212.5,1700,12882,14,3,88.9,是,有作品集优先,不限,5,4,是,是,云图教育有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506017003,2025-06-19,2025-06,合肥,二线,餐饮,餐厅服务员,体力劳动,基础服务,日结,24.9,100,3342,31,7,67.4,否,无需经验,高中/中专及以上,1,1,是,是,新域信息服务有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506017006,2025-06-19,2025-06,石家庄,二线,企业服务,AI数据分析应用助理,脑力劳动,Python+AIGC,小时结,161.6,970,6298,9,3,91.1,是,有作品集优先,大专及以上,4,4,需培训后,是,星河信息服务有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506017426,2025-06-19,2025-06,合肥,二线,电子商务,智能选品工具开发,脑力劳动,Python+AIGC,周结,183.1,1099,6343,8,2,87.6,是,有课程项目经验,高中/中专及以上,4,4,需培训后,是,数创文化传媒有限公司,数字营销公司,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506017541,2025-06-19,2025-06,武汉,新一线,品牌营销,AI创意策划助理,脑力劳动,AIGC,项目结,138.1,1105,11361,19,3,77.2,否,有课程项目经验,大专及以上,5,4,需培训后,是,青禾网络技术有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506017840,2025-06-19,2025-06,贵阳,二线,文化传媒,AI文案创作助理,脑力劳动,AIGC,项目结,129.6,1037,11223,20,2,74.5,是,有课程项目经验,高中/中专及以上,4,4,需培训后,是,晨光信息服务有限公司,数字营销公司,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506019615,2025-06-19,2025-06,昆明,二线,办公服务,表格数据处理员,脑力劳动,普通数字岗位,周结,36.5,219,3635,23,4,69.9,否,无需经验,高中/中专及以上,3,3,是,是,远望电子商务有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506020480,2025-06-19,2025-06,石家庄,二线,文化传媒,基础文案编辑,脑力劳动,普通数字岗位,项目结,34.0,204,2944,20,3,64.7,否,无需经验,不限,2,2,是,是,明途教育有限公司,人力服务机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506020928,2025-06-19,2025-06,成都,新一线,企业服务,智能客服搭建助理,脑力劳动,Python+AIGC,项目结,195.8,783,16956,20,5,100,是,有课程项目经验,高中/中专及以上,5,5,需培训后,部分,星河电子商务有限公司,人力服务机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506022597,2025-06-19,2025-06,成都,新一线,教育服务,教室管理助理,体力劳动,基础服务,周结,30.9,247,3211,24,5,64.8,否,无需经验,高中/中专及以上,2,1,是,是,新域科技有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506023703,2025-06-19,2025-06,南京,新一线,文化传媒,AI文案创作助理,脑力劳动,AIGC,项目结,107.7,862,4197,9,1,79.8,是,有作品集优先,不限,4,5,是,是,星河电子商务有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506023851,2025-06-19,2025-06,成都,新一线,餐饮,餐厅服务员,体力劳动,基础服务,小时结,21.5,172,1769,19,8,64.8,否,无需经验,高中/中专及以上,2,2,是,是,新橙网络技术有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506023888,2025-06-19,2025-06,南京,新一线,教育科技,AI学习工具开发助理,脑力劳动,Python+AIGC,项目结,173.2,1039,11999,16,4,95.9,否,有课程项目经验,高中/中专及以上,5,4,需培训后,是,启航企业服务有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506024073,2025-06-19,2025-06,郑州,二线,软件开发,Python开发助理,脑力劳动,Python,小时结,92.1,737,7577,19,2,76.1,是,无需经验,大专及以上,4,5,需培训后,是,青禾企业服务有限公司,互联网企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506024408,2025-06-19,2025-06,上海,一线,电子商务,AI商品图设计,脑力劳动,AIGC,项目结,162.4,650,6329,9,3,92.9,否,有课程项目经验,高中/中专及以上,4,5,需培训后,是,启航科技有限公司,数字营销公司,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506025138,2025-06-19,2025-06,苏州,新一线,教育服务,线上课程助教,脑力劳动,普通数字岗位,项目结,46.3,370,2606,13,5,65.3,否,有作品优先,高中/中专及以上,2,2,是,是,启航数字创意有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506025239,2025-06-19,2025-06,南京,新一线,短视频,AI视频制作助理,脑力劳动,AIGC,小时结,104.0,624,4954,11,5,80.3,是,有课程项目经验,高中/中专及以上,4,5,是,是,灵犀电子商务有限公司,教育机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506026018,2025-06-19,2025-06,上海,一线,物流仓储,仓库分拣员,体力劳动,基础服务,小时结,36.1,144,2970,19,3,61.2,否,无需经验,高中/中专及以上,2,3,是,是,青禾企业服务有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506026179,2025-06-19,2025-06,武汉,新一线,会展活动,展会协助员,体力劳动,基础服务,日结,34.8,139,3014,20,3,63.2,否,无需经验,不限,2,1,是,是,远望科技有限公司,人力服务机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506026199,2025-06-19,2025-06,上海,一线,软件开发,Python开发助理,脑力劳动,Python,项目结,118.4,710,6665,13,1,67.1,否,有课程项目经验,高中/中专及以上,3,3,需培训后,是,云杉文化传媒有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506026442,2025-06-19,2025-06,北京,一线,文化传媒,短视频剪辑助理,脑力劳动,普通数字岗位,小时结,58.3,233,3029,12,2,54.4,否,有作品优先,高中/中专及以上,2,3,是,是,青禾数字创意有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506027247,2025-06-19,2025-06,济南,二线,会展活动,活动执行助理,体力劳动,基础服务,周结,20.3,122,2373,27,2,74.3,否,无需经验,高中/中专及以上,1,1,是,是,知行电子商务有限公司,数字营销公司,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506027288,2025-06-19,2025-06,贵阳,二线,广告设计,平面素材处理助理,脑力劳动,普通数字岗位,小时结,27.6,221,1554,13,5,64.9,是,无需经验,高中/中专及以上,3,3,是,是,跃迁网络技术有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506028544,2025-06-19,2025-06,昆明,二线,餐饮,餐厅服务员,体力劳动,基础服务,周结,19.9,159,2413,28,1,75.0,否,无需经验,不限,2,3,是,是,启航教育有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506028998,2025-06-19,2025-06,西安,新一线,游戏动漫,AI角色素材制作,脑力劳动,AIGC,项目结,106.8,641,10636,23,5,82.3,是,有课程项目经验,高中/中专及以上,4,5,需培训后,是,启航科技有限公司,数字营销公司,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506029195,2025-06-19,2025-06,广州,一线,市场调研,问卷数据整理员,脑力劳动,普通数字岗位,项目结,48.3,386,5228,25,5,73.7,是,有作品优先,不限,3,2,是,是,智谷网络技术有限公司,互联网企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506000917,2025-06-20,2025-06,重庆,新一线,本地生活,搬运协助员,体力劳动,基础服务,小时结,24.4,146,3381,32,4,58.9,否,无需经验,不限,2,1,是,是,新域信息服务有限公司,数字营销公司,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506001227,2025-06-20,2025-06,青岛,二线,教育科技,AI课件制作助理,脑力劳动,AIGC,项目结,98.1,392,10619,25,4,96.2,否,有作品集优先,大专及以上,5,5,需培训后,是,数创科技有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506001519,2025-06-20,2025-06,合肥,二线,数据服务,数据分析助理,脑力劳动,Python,项目结,114.0,684,4936,10,1,86.9,是,有课程项目经验,不限,3,3,是,是,明途教育有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506002312,2025-06-20,2025-06,合肥,二线,企业服务,AI数据分析应用助理,脑力劳动,Python+AIGC,项目结,180.0,720,10912,14,3,95.1,是,有课程项目经验,高中/中专及以上,5,5,需培训后,是,青禾信息服务有限公司,民营企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506002697,2025-06-20,2025-06,成都,新一线,文化传媒,短视频剪辑助理,脑力劳动,普通数字岗位,项目结,46.2,185,2601,13,5,57.9,否,有作品优先,高中/中专及以上,1,2,是,是,知行科技有限公司,教育机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506003032,2025-06-20,2025-06,西安,新一线,企业服务,自动化脚本开发,脑力劳动,Python,项目结,77.7,466,3028,9,2,74.8,是,有作品集优先,不限,3,4,需培训后,部分,云杉信息服务有限公司,人力服务机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506003922,2025-06-20,2025-06,青岛,二线,商超零售,商超理货员,体力劳动,基础服务,日结,33.4,134,2892,20,2,68.0,否,无需经验,不限,2,1,是,是,晨光电子商务有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506004376,2025-06-20,2025-06,长沙,新一线,会展活动,活动执行助理,体力劳动,基础服务,周结,34.2,274,3998,27,5,55.2,否,有相关经验优先,不限,2,3,是,是,未来企业服务有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506004950,2025-06-20,2025-06,广州,一线,人工智能,AI应用开发助理,脑力劳动,Python+AIGC,项目结,228.3,913,22736,23,4,93.0,是,有作品集优先,高中/中专及以上,5,4,是,是,海纳企业服务有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506005241,2025-06-20,2025-06,苏州,新一线,商超零售,门店促销员,体力劳动,基础服务,小时结,34.6,208,4345,29,4,56.5,否,无需经验,不限,1,1,是,是,海纳信息服务有限公司,民营企业,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202506006764,2025-06-20,2025-06,青岛,二线,数据服务,数据分析助理,脑力劳动,Python,小时结,81.2,487,7032,20,2,67.8,否,有课程项目经验,大专及以上,4,4,需培训后,是,博思数字创意有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
